[  0]	1000018296	79640	1.126466	1.126466
[  1]	1000011423	71116	1.005899	2.132365
[  2]	1000011427	69784	0.987058	3.119424
[  3]	1000014202	65642	0.928472	4.047895
[  4]	1000015309	65435	0.925544	4.973439
[  5]	1000004085	61942	0.876137	5.849577
[  6]	1000010653	61688	0.872545	6.722122
[  7]	1000018290	60332	0.853365	7.575486
[  8]	1000018294	57748	0.816815	8.392302
[  9]	1000008094	56192	0.794807	9.187108
[ 10]	1000004079	55656	0.787225	9.974333
[ 11]	1000005509	51332	0.726064	10.700398
[ 12]	1000015912	49780	0.704112	11.404510
[ 13]	1000010635	48488	0.685838	12.090348
[ 14]	1000011349	47691	0.674564	12.764912
[ 15]	1000010683	45756	0.647195	13.412107
[ 16]	1000018286	45353	0.641495	14.053601
[ 17]	1000012991	44647	0.631509	14.685110
[ 18]	1000003796	44502	0.629458	15.314568
[ 19]	1000010647	44332	0.627053	15.941621
[ 20]	1000012993	43368	0.613418	16.555038
[ 21]	1000010170	41933	0.593120	17.148159
[ 22]	1000004141	41812	0.591409	17.739568
[ 23]	1000018246	40546	0.573502	18.313070
[ 24]	1000005956	40407	0.571536	18.884606
[ 25]	1000010100	39988	0.565609	19.450215
[ 26]	1000010108	39932	0.564817	20.015033
[ 27]	1000002328	39377	0.556967	20.572000
[ 28]	1000010722	39361	0.556741	21.128741
[ 29]	1000010110	39306	0.555963	21.684704
[ 30]	1000010661	39108	0.553162	22.237866
[ 31]	1000010128	38769	0.548367	22.786233
[ 32]	1000012989	38423	0.543473	23.329707
[ 33]	1000010641	37971	0.537080	23.866787
[ 34]	1000010136	36603	0.517730	24.384517
[ 35]	1000003787	33940	0.480064	24.864581
[ 36]	1000005920	31592	0.446852	25.311433
[ 37]	1000010645	30857	0.436456	25.747889
[ 38]	1000005960	30163	0.426640	26.174529
[ 39]	1000010663	28996	0.410133	26.584663
[ 40]	1000005910	28882	0.408521	26.993183
[ 41]	1000010667	28408	0.401816	27.395000
[ 42]	1000005874	27942	0.395225	27.790225
[ 43]	1000010726	27445	0.388195	28.178420
[ 44]	1000013129	27352	0.386880	28.565300
[ 45]	1000011046	26879	0.380189	28.945489
[ 46]	1000010151	26105	0.369242	29.314731
[ 47]	1000010538	25912	0.366512	29.681243
[ 48]	1000010061	25867	0.365875	30.047118
[ 49]	1000012965	25745	0.364150	30.411268
[ 50]	1000020845	25121	0.355323	30.766591
[ 51]	1000003983	24949	0.352891	31.119482
[ 52]	1000004184	24834	0.351264	31.470746
[ 53]	1000003977	24761	0.350231	31.820977
[ 54]	1000008782	24672	0.348973	32.169950
[ 55]	1000008925	24562	0.347417	32.517367
[ 56]	1000021533	23994	0.339383	32.856749
[ 57]	1000001831	23752	0.335960	33.192709
[ 58]	1000001851	23233	0.328619	33.521328
[ 59]	1000004181	22945	0.324545	33.845873
[ 60]	1000018284	22481	0.317982	34.163855
[ 61]	1000003813	22425	0.317190	34.481045
[ 62]	1000018298	22422	0.317148	34.798192
[ 63]	1000014047	22416	0.317063	35.115255
[ 64]	1000021535	21649	0.306214	35.421469
[ 65]	1000004056	21502	0.304135	35.725603
[ 66]	1000014199	21184	0.299637	36.025240
[ 67]	1000010055	21168	0.299410	36.324650
[ 68]	1000007804	21120	0.298731	36.623382
[ 69]	1000005531	20964	0.296525	36.919907
[ 70]	1000010906	20908	0.295733	37.215639
[ 71]	1000018306	20621	0.291673	37.507313
[ 72]	1000012558	20581	0.291108	37.798420
[ 73]	1000014252	20245	0.286355	38.084775
[ 74]	1000003191	20224	0.286058	38.370833
[ 75]	1000004153	19666	0.278165	38.648999
[ 76]	1000014217	19417	0.274643	38.923642
[ 77]	1000009052	19263	0.272465	39.196107
[ 78]	1000010608	19180	0.271291	39.467398
[ 79]	1000010677	19113	0.270343	39.737742
[ 80]	1000018302	19109	0.270287	40.008028
[ 81]	1000010961	19058	0.269565	40.277594
[ 82]	1000002361	18840	0.266482	40.544076
[ 83]	1000017055	18811	0.266072	40.810148
[ 84]	1000010393	18153	0.256765	41.066912
[ 85]	1000014238	17546	0.248179	41.315091
[ 86]	1000019772	17166	0.242804	41.557896
[ 87]	1000006002	15977	0.225986	41.783882
[ 88]	1000002648	15896	0.224841	42.008723
[ 89]	1000014197	15804	0.223539	42.232262
[ 90]	1000017303	15727	0.222450	42.454712
[ 91]	1000005882	15712	0.222238	42.676950
[ 92]	1000005850	15336	0.216920	42.893870
[ 93]	1000001859	15149	0.214275	43.108145
[ 94]	1000008958	15052	0.212903	43.321047
[ 95]	1000015763	14980	0.211884	43.532932
[ 96]	1000010551	14404	0.203737	43.736669
[ 97]	1000011566	14320	0.202549	43.939218
[ 98]	1000008770	14196	0.200795	44.140013
[ 99]	1000001703	14051	0.198744	44.338757
[100]	1000007345	13996	0.197966	44.536723
[101]	1000008856	13995	0.197952	44.734675
[102]	1000003659	13744	0.194402	44.929077
[103]	1000014219	13444	0.190158	45.119235
[104]	1000001863	13256	0.187499	45.306734
[105]	1000005326	13204	0.186764	45.493498
[106]	1000010547	13085	0.185081	45.678579
[107]	1000008780	12830	0.181474	45.860052
[108]	1000010086	12760	0.180484	46.040536
[109]	1000015706	12539	0.177358	46.217893
[110]	1000010053	12512	0.176976	46.394869
[111]	1000005732	12310	0.174119	46.568988
[112]	1000005796	12208	0.172676	46.741664
[113]	1000013776	12072	0.170752	46.912416
[114]	1000002472	12013	0.169918	47.082333
[115]	1000014053	11908	0.168432	47.250766
[116]	1000016738	11542	0.163256	47.414021
[117]	1000006064	11491	0.162534	47.576556
[118]	1000004019	11388	0.161077	47.737633
[119]	1000005722	11387	0.161063	47.898696
[120]	1000010681	11356	0.160625	48.059321
[121]	1000001784	11344	0.160455	48.219776
[122]	1000009054	11304	0.159889	48.379665
[123]	1000011397	11132	0.157456	48.537121
[124]	1000014281	11068	0.156551	48.693672
[125]	1000010379	11052	0.156325	48.849997
[126]	1000011401	11048	0.156268	49.006265
[127]	1000010029	11036	0.156098	49.162364
[128]	1000010116	11018	0.155844	49.318208
[129]	1000010904	10884	0.153949	49.472156
[130]	1000007138	10796	0.152704	49.624860
[131]	1000013017	10723	0.151671	49.776531
[132]	1000014008	10715	0.151558	49.928089
[133]	1000009084	10708	0.151459	50.079549
[134]	1000014154	10583	0.149691	50.229240
[135]	1000010001	10510	0.148658	50.377898
[136]	1000017771	10469	0.148079	50.525977
[137]	1000014030	10374	0.146735	50.672711
[138]	1000014287	10257	0.145080	50.817791
[139]	1000001729	10255	0.145052	50.962843
[140]	1000014152	10171	0.143864	51.106707
[141]	1000005958	10160	0.143708	51.250414
[142]	1000003593	10132	0.143312	51.393726
[143]	1000005986	 9981	0.141176	51.534902
[144]	1000010126	 9947	0.140695	51.675597
[145]	1000009950	 9895	0.139960	51.815557
[146]	1000014488	 9866	0.139549	51.955107
[147]	1000004016	 9708	0.137315	52.092421
[148]	1000014347	 9624	0.136126	52.228548
[149]	1000012585	 9620	0.136070	52.364618
[150]	1000015662	 9576	0.135448	52.500065
[151]	1000011377	 9552	0.135108	52.635173
[152]	1000003945	 9450	0.133665	52.768838
[153]	1000013133	 9089	0.128559	52.897398
[154]	1000012983	 9076	0.128375	53.025773
[155]	1000003713	 9028	0.127696	53.153469
[156]	1000001763	 9018	0.127555	53.281024
[157]	1000002638	 8888	0.125716	53.406740
[158]	1000010047	 8758	0.123877	53.530618
[159]	1000010132	 8757	0.123863	53.654481
[160]	1000018292	 8736	0.123566	53.778047
[161]	1000008558	 8668	0.122604	53.900651
[162]	1000008956	 8664	0.122548	54.023199
[163]	1000019766	 8597	0.121600	54.144799
[164]	1000004067	 8568	0.121190	54.265989
[165]	1000018304	 8548	0.120907	54.386896
[166]	1000008866	 8460	0.119662	54.506559
[167]	1000008786	 8271	0.116989	54.623548
[168]	1000010120	 8191	0.115857	54.739405
[169]	1000008939	 8104	0.114627	54.854032
[170]	1000013033	 8098	0.114542	54.968574
[171]	1000018178	 8094	0.114485	55.083059
[172]	1000005902	 8090	0.114429	55.197488
[173]	1000006137	 8032	0.113608	55.311097
[174]	1000003361	 8000	0.113156	55.424252
[175]	1000011460	 7873	0.111359	55.535612
[176]	1000004147	 7836	0.110836	55.646448
[177]	1000001853	 7828	0.110723	55.757171
[178]	1000006016	 7788	0.110157	55.867328
[179]	1000017057	 7762	0.109789	55.977118
[180]	1000019516	 7720	0.109195	56.086313
[181]	1000005714	 7448	0.105348	56.191661
[182]	1000001743	 7390	0.104528	56.296189
[183]	1000011448	 7370	0.104245	56.400434
[184]	1000002644	 7348	0.103934	56.504367
[185]	1000001727	 7332	0.103707	56.608075
[186]	1000014561	 7310	0.103396	56.711471
[187]	1000005934	 7304	0.103311	56.814782
[188]	1000014222	 7302	0.103283	56.918065
[189]	1000018499	 7287	0.103071	57.021136
[190]	1000005842	 7258	0.102661	57.123796
[191]	1000012975	 7222	0.102151	57.225948
[192]	1000018229	 7212	0.102010	57.327958
[193]	1000014250	 7121	0.100723	57.428681
[194]	1000001752	 7116	0.100652	57.529333
[195]	1000002872	 7090	0.100284	57.629617
[196]	1000005800	 7062	0.099888	57.729505
[197]	1000002250	 7033	0.099478	57.828984
[198]	1000006724	 7009	0.099139	57.928122
[199]	1000012949	 6979	0.098714	58.026837
